time,prediction,prediction_tau,idle,transmit
3,5,38,0,0
3,5,39,0,0
3,5,40,0,0
3,6,0,0,0
3,6,1,0,0
3,6,2,0,0
3,6,3,0,0
3,6,4,0,0
3,6,5,0,0
3,6,6,0,0
3,6,7,0,0
3,6,8,0,0
3,6,9,0,0
3,6,10,0,0
3,6,11,0,0
3,6,12,0,0
3,6,13,0,0
3,6,14,0,0
3,6,15,0,0
3,6,16,0,0
3,6,17,0,0
3,6,18,0,0
3,6,19,0,0
3,6,20,0,0
3,6,21,0,0
3,6,22,0,0
3,6,23,0,0
3,6,24,0,0
3,6,25,0,0
3,6,26,0,0
3,6,27,0,0
3,6,28,0,0
3,6,29,0,0
3,6,30,0,0
3,6,31,0,0
3,6,32,0,0
3,6,33,0,0
3,6,34,0,0
3,6,35,0,0
3,6,36,0,0
3,6,37,0,0
3,6,38,0,0
3,6,39,0,0
3,6,40,0,0
3,7,0,0,0
3,7,1,0,0
3,7,2,0,0
3,7,3,0,0
3,7,4,0,0
3,7,5,0,0
3,7,6,0,0
3,7,7,0,0
3,7,8,0,0
3,7,9,0,0
3,7,10,0,0
3,7,11,0,0
3,7,12,0,0
3,7,13,0,0
3,7,14,0,0
3,7,15,0,0
3,7,16,0,0
3,7,17,0,0
3,7,18,0,0
3,7,19,0,0
3,7,20,1.91e-06,4.17742e-05
3,7,21,0,0
3,7,22,0,0
3,7,23,0,0
3,7,24,0,0
3,7,25,0,0
3,7,26,0,0
3,7,27,0,0
3,7,28,0,0
3,7,29,0,0
3,7,30,0,0
3,7,31,0,0
3,7,32,0,0
3,7,33,0,0
3,7,34,0,0
3,7,35,0,0
3,7,36,0,0
3,7,37,0,0
3,7,38,0,0
3,7,39,0,0
3,7,40,0,0
3,8,0,0,0
3,8,1,0,0
3,8,2,0,0
3,8,3,0,0
3,8,4,0,0
3,8,5,0,0
3,8,6,0,0
3,8,7,0,0
3,8,8,0,0
3,8,9,0,0
3,8,10,0,0
3,8,11,0,0
3,8,12,0,0
3,8,13,0,0
3,8,14,0,0
3,8,15,0,0
3,8,16,0,0
3,8,17,0,0
3,8,18,0,0
3,8,19,0,0
3,8,20,0,0
3,8,21,0,0
3,8,22,0,0
3,8,23,0,0
3,8,24,0,0
3,8,25,0,0
3,8,26,0,0
3,8,27,0,0
3,8,28,0,0
3,8,29,0,0
3,8,30,0,0
3,8,31,0,0
3,8,32,0,0
3,8,33,0,0
3,8,34,0,0
3,8,35,0,0
3,8,36,0,0
3,8,37,0,0
3,8,38,0,0
3,8,39,0,0
3,8,40,0,0
3,9,0,0,0
3,9,1,0,0
3,9,2,0,0
3,9,3,0,0
3,9,4,0,0
3,9,5,0,0
3,9,6,0,0
3,9,7,0,0
3,9,8,0,0
3,9,9,1.91e-06,4.17742e-05
3,9,10,0,0
3,9,11,0,0
3,9,12,0,0
3,9,13,0,0
3,9,14,0,0
3,9,15,0,0
3,9,16,0,0
3,9,17,0,0
3,9,18,0,0
3,9,19,0,0
3,9,20,0,0
3,9,21,0,0
3,9,22,0,0
3,9,23,0,0
3,9,24,0,0
3,9,25,0,0
3,9,26,0,0
3,9,27,0,0
3,9,28,0,0
3,9,29,0,0
3,9,30,0,0
3,9,31,0,0
3,9,32,0,0
3,9,33,0,0
3,9,34,0,0
3,9,35,0,0
3,9,36,0,0
3,9,37,0,0
3,9,38,0,0
3,9,39,0,0
3,9,40,0,0
3,10,0,0,0
3,10,1,0,0
3,10,2,0,0
3,10,3,0,0
3,10,4,0,0
3,10,5,0,0
3,10,6,0,0
3,10,7,0,0
3,10,8,0,0
3,10,9,0,0
3,10,10,0,0
3,10,11,0,0
3,10,12,0,0
3,10,13,0,0
3,10,14,1.91e-06,4.17742e-05
3,10,15,0,0
3,10,16,1.91e-06,4.17742e-05
3,10,17,0,0
3,10,18,0,0
3,10,19,0,0
3,10,20,0,0
3,10,21,0,0
3,10,22,0,0
3,10,23,0,0
3,10,24,0,0
3,10,25,0,0
3,10,26,0,0
3,10,27,0,0
3,10,28,0,0
3,10,29,0,0
3,10,30,0,0
3,10,31,0,0
3,10,32,0,0
3,10,33,0,0
3,10,34,0,0
3,10,35,0,0
3,10,36,0,0
3,10,37,0,0
3,10,38,0,0
3,10,39,0,0
3,10,40,0,0
3,11,0,0,0
3,11,1,0,0
3,11,2,0,0
3,11,3,0,0
3,11,4,0,0
3,11,5,0,0
3,11,6,0,0
3,11,7,0,0
3,11,8,1.91e-06,4.17742e-05
3,11,9,0,0
3,11,10,1.91e-06,4.17742e-05
3,11,11,0,0
3,11,12,0,0
3,11,13,0,0
3,11,14,0,0
3,11,15,0,0
3,11,16,0,0
3,11,17,0,0
3,11,18,0,0
3,11,19,0,0
3,11,20,0,0
3,11,21,0,0
3,11,22,0,0
3,11,23,0,0
3,11,24,0,0
3,11,25,0,0
3,11,26,0,0
3,11,27,0,0
3,11,28,0,0
3,11,29,0,0
3,11,30,0,0
3,11,31,0,0
3,11,32,0,0
3,11,33,0,0
3,11,34,0,0
3,11,35,0,0
3,11,36,0,0
3,11,37,0,0
3,11,38,0,0
3,11,39,0,0
3,11,40,0,0
3,12,0,0,0
3,12,1,0,0
3,12,2,0,0
3,12,3,0,0
3,12,4,0,0
3,12,5,0,0
3,12,6,0,0
3,12,7,0,0
3,12,8,0,0
3,12,9,0,0
3,12,10,0,0
3,12,11,1.91e-06,4.17742e-05
3,12,12,0,0
3,12,13,1.91e-06,4.17742e-05
3,12,14,1.91e-06,4.17742e-05
3,12,15,0,0
3,12,16,0,0
3,12,17,1.91e-06,4.17742e-05
3,12,18,0,0
3,12,19,0,0
3,12,20,0,0
3,12,21,0,0
3,12,22,1.91e-06,4.17742e-05
3,12,23,0,0
3,12,24,0,0
3,12,25,0,0
3,12,26,0,0
3,12,27,1.91e-06,4.17742e-05
3,12,28,1.91e-06,4.17742e-05
3,12,29,0,0
3,12,30,0,0
3,12,31,0,0
3,12,32,0,0
3,12,33,0,0
3,12,34,0,0
3,12,35,0,0
3,12,36,0,0
3,12,37,0,0
3,12,38,0,0
3,12,39,0,0
3,12,40,0,0
3,13,0,0,0
3,13,1,0,0
3,13,2,0,0
3,13,3,0,0
3,13,4,0,0
3,13,5,0,0
3,13,6,0,0
3,13,7,0,0
3,13,8,0,0
3,13,9,0,0
3,13,10,0,0
3,13,11,0,0
3,13,12,0,0
3,13,13,0,0
3,13,14,0,0
3,13,15,1.91e-06,4.17742e-05
3,13,16,1.91e-06,4.17742e-05
3,13,17,0,0
3,13,18,1.91e-06,4.17742e-05
3,13,19,0,0
3,13,20,0,0
3,13,21,0,0
3,13,22,0,0
3,13,23,0,0
3,13,24,1.91e-06,4.17742e-05
3,13,25,1.91e-06,4.17742e-05
3,13,26,0,0
3,13,27,0,0
3,13,28,0,0
3,13,29,0,0
3,13,30,0,0
3,13,31,0,0
3,13,32,0,0
3,13,33,0,0
3,13,34,0,0
3,13,35,0,0
3,13,36,0,0
3,13,37,0,0
3,13,38,0,0
3,13,39,0,0
3,13,40,0,0
3,14,0,0,0
3,14,1,0,0
3,14,2,0,0
3,14,3,0,0
3,14,4,0,0
3,14,5,0,0
3,14,6,0,0
3,14,7,0,0
3,14,8,0,0
3,14,9,0,0
3,14,10,0,0
3,14,11,0,0
3,14,12,1.91e-06,4.17742e-05
3,14,13,0,0
3,14,14,3.49167e-06,6.78426e-05
3,14,15,1.91e-06,4.17742e-05
3,14,16,0,0
3,14,17,0,0
3,14,18,0,0
3,14,19,0,0
3,14,20,0,0
3,14,21,1.91e-06,4.17742e-05
3,14,22,0,0
3,14,23,1.91e-06,4.17742e-05
3,14,24,0,0
3,14,25,0,0
3,14,26,0,0
3,14,27,0,0
3,14,28,0,0
3,14,29,0,0
3,14,30,1.91e-06,4.17742e-05
3,14,31,0,0
3,14,32,0,0
3,14,33,0,0
3,14,34,0,0
3,14,35,0,0
3,14,36,0,0
3,14,37,0,0
3,14,38,0,0
3,14,39,0,0
3,14,40,0,0
3,15,0,0,0
3,15,1,0,0
3,15,2,0,0
3,15,3,0,0
3,15,4,0,0
3,15,5,0,0
3,15,6,0,0
3,15,7,0,0
3,15,8,0,0
3,15,9,0,0
3,15,10,0,0
3,15,11,0,0
3,15,12,0,0
3,15,13,0,0
3,15,14,0,0
3,15,15,0,0
3,15,16,0,0
3,15,17,0,0
3,15,18,0,0
3,15,19,1.91e-06,4.17742e-05
3,15,20,0,0
3,15,21,0,0
3,15,22,0,0
3,15,23,1.91e-06,4.17742e-05
3,15,24,0,0
3,15,25,0,0
3,15,26,1.91e-06,4.17742e-05
3,15,27,1.91e-06,4.17742e-05
3,15,28,0,0
3,15,29,0,0
3,15,30,0,0
3,15,31,0,0
3,15,32,0,0
3,15,33,0,0
3,15,34,0,0
3,15,35,0,0
3,15,36,0,0
3,15,37,0,0
3,15,38,0,0
3,15,39,0,0
3,15,40,0,0
3,16,0,0,0
3,16,1,0,0
3,16,2,0,0
3,16,3,0,0
3,16,4,0,0
3,16,5,0,0
3,16,6,0,0
3,16,7,0,0
3,16,8,0,0
3,16,9,0,0
3,16,10,0,0
3,16,11,0,0
3,16,12,0,0
3,16,13,0,0
3,16,14,0,0
3,16,15,0,0
3,16,16,0,0
3,16,17,0,0
3,16,18,0,0
3,16,19,0,0
3,16,20,0,0
3,16,21,0,0
3,16,22,0,0
3,16,23,0,0
3,16,24,0,0
3,16,25,0,0
3,16,26,0,0
3,16,27,0,0
3,16,28,0,0
3,16,29,0,0
3,16,30,0,0
3,16,31,0,0
3,16,32,0,0
3,16,33,0,0
3,16,34,0,0
3,16,35,0,0
3,16,36,0,0
3,16,37,0,0
3,16,38,0,0
3,16,39,0,0
3,16,40,0,0
3,17,0,0,0
3,17,1,0,0
3,17,2,0,0
3,17,3,0,0
3,17,4,0,0
3,17,5,0,0
3,17,6,0,0
3,17,7,0,0
3,17,8,0,0
3,17,9,0,0
3,17,10,0,0
3,17,11,0,0
3,17,12,0,0
3,17,13,0,0
3,17,14,1.91e-06,4.17742e-05
3,17,15,0,0
3,17,16,0,0
3,17,17,0,0
3,17,18,1.91e-06,4.17742e-05
3,17,19,0,0
3,17,20,1.91e-06,4.17742e-05
3,17,21,0,0
3,17,22,0,0
3,17,23,1.91e-06,4.17742e-05
3,17,24,0,0
3,17,25,1.91e-06,4.17742e-05
3,17,26,0,0
3,17,27,0,0
3,17,28,0,0
3,17,29,0,0
3,17,30,0,0
3,17,31,1.91e-06,4.17742e-05
3,17,32,0,0
3,17,33,0,0
3,17,34,0,0
3,17,35,0,0
3,17,36,0,0
3,17,37,0,0
3,17,38,0,0
3,17,39,0,0
3,17,40,0,0
3,18,0,0,0
3,18,1,0,0
3,18,2,0,0
3,18,3,0,0
3,18,4,0,0
3,18,5,0,0
3,18,6,0,0
3,18,7,0,0
3,18,8,0,0
3,18,9,0,0
3,18,10,0,0
3,18,11,0,0
3,18,12,0,0
3,18,13,0,0
3,18,14,0,0
3,18,15,0,0
3,18,16,0,0
3,18,17,0,0
3,18,18,1.91e-06,4.17742e-05
3,18,19,1.91e-06,4.17742e-05
3,18,20,0,0
3,18,21,0,0
3,18,22,0,0
3,18,23,1.91e-06,4.17742e-05
3,18,24,1.91e-06,4.17742e-05
3,18,25,0,0
3,18,26,0,0
3,18,27,0,0
3,18,28,0,0
3,18,29,0,0
3,18,30,0,0
3,18,31,0,0
3,18,32,0,0
3,18,33,0,0
3,18,34,0,0
3,18,35,0,0
3,18,36,0,0
3,18,37,0,0
3,18,38,0,0
3,18,39,0,0
3,18,40,0,0
3,19,0,0,0
3,19,1,0,0
3,19,2,0,0
3,19,3,0,0
3,19,4,0,0
3,19,5,0,0
3,19,6,0,0
3,19,7,0,0
3,19,8,0,0
3,19,9,0,0
3,19,10,0,0
3,19,11,0,0
3,19,12,0,0
3,19,13,0,0
3,19,14,0,0
3,19,15,0,0
3,19,16,0,0
3,19,17,0,0
3,19,18,0,0
3,19,19,1.91e-06,4.17742e-05
3,19,20,0,0
3,19,21,0,0
3,19,22,0,0
3,19,23,0,0
3,19,24,0,0
3,19,25,0,0
3,19,26,0,0
3,19,27,0,0
3,19,28,0,0
3,19,29,0,0
3,19,30,0,0
3,19,31,0,0
3,19,32,0,0
3,19,33,0,0
3,19,34,0,0
3,19,35,0,0
3,19,36,0,0
3,19,37,0,0
3,19,38,0,0
3,19,39,0,0
3,19,40,0,0
3,20,0,0,0
3,20,1,0,0
3,20,2,0,0
3,20,3,0,0
3,20,4,0,0
3,20,5,0,0
3,20,6,0,0
3,20,7,0,0
3,20,8,0,0
3,20,9,0,0
3,20,10,0,0
3,20,11,0,0
3,20,12,0,0
3,20,13,0,0
3,20,14,0,0
3,20,15,0,0
3,20,16,0,0
3,20,17,0,0
3,20,18,0,0
3,20,19,0,0
3,20,20,0,0
3,20,21,1.91e-06,4.17742e-05
3,20,22,0,0
3,20,23,3.49167e-06,6.78426e-05
3,20,24,1.91e-06,4.17742e-05
3,20,25,0,0
3,20,26,0,0
3,20,27,0,0
3,20,28,0,0
3,20,29,0,0
3,20,30,0,0
3,20,31,0,0
3,20,32,0,0
3,20,33,0,0
3,20,34,0,0
3,20,35,0,0
3,20,36,0,0
3,20,37,0,0
3,20,38,0,0
3,20,39,0,0
3,20,40,0,0
3,21,0,0,0
3,21,1,0,0
3,21,2,0,0
3,21,3,0,0
3,21,4,0,0
3,21,5,0,0
3,21,6,0,0
3,21,7,0,0
3,21,8,0,0
3,21,9,0,0
3,21,10,0,0
3,21,11,0,0
3,21,12,0,0
3,21,13,0,0
3,21,14,0,0
3,21,15,0,0
3,21,16,0,0
3,21,17,0,0
3,21,18,0,0
3,21,19,0,0
3,21,20,1.91e-06,4.17742e-05
3,21,21,0,0
3,21,22,0,0
3,21,23,0,0
3,21,24,0,0
3,21,25,0,0
3,21,26,0,0
3,21,27,0,0
3,21,28,0,0
3,21,29,0,0
3,21,30,0,0
3,21,31,0,0
3,21,32,0,0
3,21,33,0,0
3,21,34,0,0
3,21,35,0,0
3,21,36,0,0
3,21,37,0,0
3,21,38,0,0
3,21,39,0,0
3,21,40,0,0
3,22,0,0,0
3,22,1,0,0
3,22,2,0,0
3,22,3,0,0
3,22,4,0,0
3,22,5,0,0
3,22,6,0,0
3,22,7,0,0
3,22,8,0,0
3,22,9,0,0
3,22,10,0,0
3,22,11,0,0
3,22,12,0,0
3,22,13,1.91e-06,4.17742e-05
3,22,14,0,0
3,22,15,0,0
3,22,16,0,0
3,22,17,0,0
3,22,18,1.91e-06,4.17742e-05
3,22,19,0,0
3,22,20,0,0
3,22,21,1.91e-06,4.17742e-05
3,22,22,0,0
3,22,23,0,0
3,22,24,1.91e-06,4.17742e-05
3,22,25,0,0
3,22,26,0,0
3,22,27,1.91e-06,4.17742e-05
3,22,28,0,0
3,22,29,0,0
3,22,30,0,0
3,22,31,1.91e-06,4.17742e-05
3,22,32,0,0
3,22,33,0,0
3,22,34,0,0
3,22,35,0,0
3,22,36,0,0
3,22,37,0,0
3,22,38,0,0
3,22,39,0,0
3,22,40,0,0
3,23,0,0,0
3,23,1,0,0
3,23,2,0,0
3,23,3,0,0
3,23,4,0,0
3,23,5,0,0
3,23,6,0,0
3,23,7,0,0
3,23,8,0,0
3,23,9,0,0
3,23,10,0,0
3,23,11,0,0
3,23,12,0,0
3,23,13,0,0
3,23,14,0,0
3,23,15,0,0
3,23,16,0,0
3,23,17,0,0
3,23,18,0,0
3,23,19,0,0
3,23,20,1.91e-06,4.17742e-05
3,23,21,0,0
3,23,22,3.49167e-06,6.78426e-05
3,23,23,0,0
3,23,24,0,0
3,23,25,1.91e-06,4.17742e-05
3,23,26,3.49167e-06,6.78426e-05
3,23,27,0,0
3,23,28,0,0
3,23,29,1.91e-06,4.17742e-05
3,23,30,0,0
3,23,31,0,0
3,23,32,0,0
3,23,33,0,0
3,23,34,0,0
3,23,35,0,0
3,23,36,0,0
3,23,37,0,0
3,23,38,0,0
3,23,39,0,0
3,23,40,0,0
3,24,0,0,0
3,24,1,0,0
3,24,2,0,0
3,24,3,0,0
3,24,4,0,0
3,24,5,0,0
3,24,6,0,0
3,24,7,0,0
3,24,8,0,0
3,24,9,0,0
3,24,10,0,0
3,24,11,0,0
3,24,12,0,0
3,24,13,0,0
3,24,14,0,0
3,24,15,0,0
3,24,16,0,0
3,24,17,0,0
3,24,18,0,0
3,24,19,0,0
3,24,20,1.91e-06,4.17742e-05
3,24,21,1.91e-06,4.17742e-05
3,24,22,1.91e-06,4.17742e-05
3,24,23,1.91e-06,4.17742e-05
3,24,24,0,0
3,24,25,1.91e-06,4.17742e-05
3,24,26,0,0
3,24,27,1.91e-06,4.17742e-05
3,24,28,1.91e-06,4.17742e-05
3,24,29,0,0
3,24,30,0,0
3,24,31,0,0
3,24,32,0,0
3,24,33,0,0
3,24,34,0,0
3,24,35,0,0
3,24,36,0,0
3,24,37,0,0
3,24,38,0,0
3,24,39,0,0
3,24,40,0,0
3,25,0,0,0
3,25,1,0,0
3,25,2,0,0
3,25,3,0,0
3,25,4,0,0
3,25,5,0,0
3,25,6,0,0
3,25,7,0,0
3,25,8,0,0
3,25,9,0,0
3,25,10,0,0
3,25,11,0,0
3,25,12,0,0
3,25,13,0,0
3,25,14,0,0
3,25,15,0,0
3,25,16,0,0
3,25,17,0,0
3,25,18,0,0
3,25,19,0,0
3,25,20,0,0
3,25,21,0,0
3,25,22,0,0
3,25,23,0,0
3,25,24,0,0
3,25,25,5.88608e-06,9.42617e-05
3,25,26,1.91e-06,4.17742e-05
3,25,27,1.91e-06,4.17742e-05
3,25,28,0,0
3,25,29,1.91e-06,4.17742e-05
3,25,30,0,0
3,25,31,1.91e-06,4.17742e-05
3,25,32,0,0
3,25,33,1.91e-06,4.17742e-05
3,25,34,0,0
3,25,35,0,0
3,25,36,0,0
3,25,37,0,0
3,25,38,0,0
3,25,39,0,0
3,25,40,0,0
3,26,0,0,0
3,26,1,0,0
3,26,2,0,0
3,26,3,0,0
3,26,4,0,0
3,26,5,0,0
3,26,6,0,0
3,26,7,0,0
3,26,8,0,0
3,26,9,0,0
3,26,10,0,0
3,26,11,0,0
3,26,12,0,0
3,26,13,0,0
3,26,14,0,0
3,26,15,0,0
3,26,16,0,0
3,26,17,0,0
3,26,18,1.91e-06,4.17742e-05
3,26,19,1.91e-06,4.17742e-05
3,26,20,0,0
3,26,21,0,0
3,26,22,0,0
3,26,23,1.91e-06,4.17742e-05
3,26,24,0,0
3,26,25,0,0
3,26,26,0,0
3,26,27,0,0
3,26,28,0,0
3,26,29,0,0
3,26,30,0,0
3,26,31,0,0
3,26,32,0,0
3,26,33,0,0
3,26,34,0,0
3,26,35,0,0
3,26,36,0,0
3,26,37,0,0
3,26,38,0,0
3,26,39,0,0
3,26,40,0,0
3,27,0,0,0
3,27,1,0,0
3,27,2,0,0
3,27,3,0,0
3,27,4,0,0
3,27,5,0,0
3,27,6,0,0
3,27,7,0,0
3,27,8,0,0
3,27,9,0,0
3,27,10,0,0
3,27,11,0,0
3,27,12,0,0
3,27,13,0,0
3,27,14,0,0
3,27,15,0,0
3,27,16,0,0
3,27,17,0,0
3,27,18,0,0
3,27,19,0,0
3,27,20,0,0
3,27,21,0,0
3,27,22,0,0
3,27,23,1.91e-06,4.17742e-05
3,27,24,0,0
3,27,25,0,0
3,27,26,0,0
3,27,27,0,0
3,27,28,0,0
3,27,29,0,0
3,27,30,0,0
3,27,31,0,0
3,27,32,0,0
3,27,33,0,0
3,27,34,0,0
3,27,35,0,0
3,27,36,0,0
3,27,37,0,0
3,27,38,0,0
3,27,39,0,0
3,27,40,0,0
3,28,0,0,0
3,28,1,0,0
3,28,2,0,0
3,28,3,0,0
3,28,4,0,0
3,28,5,0,0
3,28,6,0,0
3,28,7,0,0
3,28,8,0,0
3,28,9,0,0
3,28,10,0,0
3,28,11,0,0
3,28,12,0,0
3,28,13,0,0
3,28,14,1.91e-06,4.17742e-05
3,28,15,0,0
3,28,16,0,0
3,28,17,0,0
3,28,18,0,0
3,28,19,0,0
3,28,20,1.91e-06,4.17742e-05
3,28,21,0,0
3,28,22,0,0
3,28,23,0,0
3,28,24,3.49167e-06,6.78426e-05
3,28,25,3.49167e-06,6.78426e-05
3,28,26,0,0
3,28,27,1.91e-06,4.17742e-05
3,28,28,0,0
3,28,29,3.49167e-06,6.78426e-05
3,28,30,0,0
3,28,31,0,0
3,28,32,0,0
3,28,33,0,0
3,28,34,0,0
3,28,35,0,0
3,28,36,0,0
3,28,37,0,0
3,28,38,0,0
3,28,39,0,0
3,28,40,0,0
3,29,0,0,0
3,29,1,0,0
3,29,2,0,0
3,29,3,0,0
3,29,4,0,0
3,29,5,0,0
3,29,6,0,0
3,29,7,0,0
3,29,8,0,0
3,29,9,0,0
3,29,10,0,0
3,29,11,0,0
3,29,12,0,0
3,29,13,0,0
3,29,14,0,0
3,29,15,0,0
3,29,16,0,0
3,29,17,0,0
3,29,18,0,0
3,29,19,1.91e-06,4.17742e-05
3,29,20,0,0
3,29,21,0,0
3,29,22,0,0
3,29,23,0,0
3,29,24,1.91e-06,4.17742e-05
3,29,25,0,0
3,29,26,3.49167e-06,6.78426e-05
3,29,27,0,0
3,29,28,1.91e-06,4.17742e-05
3,29,29,5.88608e-06,9.42617e-05
3,29,30,4.80145e-06,8.41102e-05
3,29,31,0,0
3,29,32,0,0
3,29,33,0,0
3,29,34,0,0
3,29,35,1.91e-06,4.17742e-05
3,29,36,0,0
3,29,37,0,0
3,29,38,0,0
3,29,39,0,0
3,29,40,0,0
3,30,0,0,0
3,30,1,0,0
3,30,2,0,0
3,30,3,0,0
3,30,4,0,0
3,30,5,0,0
3,30,6,0,0
3,30,7,0,0
3,30,8,0,0
3,30,9,0,0
3,30,10,0,0
3,30,11,0,0
3,30,12,0,0
3,30,13,0,0
3,30,14,0,0
3,30,15,0,0
3,30,16,0,0
3,30,17,0,0
3,30,18,0,0
3,30,19,0,0
3,30,20,0,0
3,30,21,0,0
3,30,22,0,0
3,30,23,1.91e-06,4.17742e-05
3,30,24,3.49167e-06,6.78426e-05
3,30,25,4.80145e-06,8.41102e-05
3,30,26,3.49167e-06,6.78426e-05
3,30,27,1.91e-06,4.17742e-05
3,30,28,1.91e-06,4.17742e-05
3,30,29,1.91e-06,4.17742e-05
3,30,30,1.91e-06,4.17742e-05
3,30,31,0,0
3,30,32,1.91e-06,4.17742e-05
3,30,33,0,0
3,30,34,0,0
3,30,35,1.91e-06,4.17742e-05
3,30,36,0,0
3,30,37,1.91e-06,4.17742e-05
3,30,38,0,0
3,30,39,0,0
3,30,40,0,0
3,31,0,0,0
3,31,1,0,0
3,31,2,0,0
3,31,3,0,0
3,31,4,0,0
3,31,5,0,0
3,31,6,0,0
3,31,7,0,0
3,31,8,0,0
3,31,9,0,0
3,31,10,0,0
3,31,11,0,0
3,31,12,0,0
3,31,13,0,0
3,31,14,0,0
3,31,15,0,0
3,31,16,0,0
3,31,17,0,0
3,31,18,0,0
3,31,19,0,0
3,31,20,0,0
3,31,21,0,0
3,31,22,0,0
3,31,23,0,0
3,31,24,0,0
3,31,25,0,0
3,31,26,0,0
3,31,27,0,0
3,31,28,0,0
3,31,29,3.49167e-06,6.78426e-05
3,31,30,0,0
3,31,31,0,0
3,31,32,0,0
3,31,33,0,0
3,31,34,0,0
3,31,35,3.49167e-06,6.78426e-05
3,31,36,0,0
3,31,37,0,0
3,31,38,0,0
3,31,39,0,0
3,31,40,0,0
3,32,0,0,0
3,32,1,0,0
3,32,2,0,0
3,32,3,0,0
3,32,4,0,0
3,32,5,0,0
3,32,6,0,0
3,32,7,0,0
3,32,8,0,0
3,32,9,0,0
3,32,10,0,0
3,32,11,0,0
3,32,12,0,0
3,32,13,0,0
3,32,14,0,0
3,32,15,0,0
3,32,16,0,0
3,32,17,0,0
3,32,18,0,0
3,32,19,0,0
3,32,20,0,0
3,32,21,0,0
3,32,22,0,0
3,32,23,0,0
3,32,24,0,0
3,32,25,0,0
3,32,26,0,0
3,32,27,0,0
3,32,28,0,0
3,32,29,0,0
3,32,30,1.91e-06,4.17742e-05
3,32,31,0,0
3,32,32,0,0
3,32,33,0,0
3,32,34,0,0
3,32,35,0,0
3,32,36,0,0
3,32,37,0,0
3,32,38,0,0
3,32,39,0,0
3,32,40,0,0
3,33,0,0,0
3,33,1,0,0
3,33,2,0,0
3,33,3,0,0
3,33,4,0,0
3,33,5,0,0
3,33,6,0,0
3,33,7,0,0
3,33,8,0,0
3,33,9,0,0
3,33,10,0,0
3,33,11,0,0
3,33,12,0,0
3,33,13,0,0
3,33,14,0,0
3,33,15,0,0
3,33,16,0,0
3,33,17,0,0
3,33,18,0,0
3,33,19,0,0
3,33,20,0,0
3,33,21,0,0
3,33,22,0,0
3,33,23,0,0
3,33,24,0,0
3,33,25,0,0
3,33,26,0,0
3,33,27,0,0
3,33,28,0,0
3,33,29,0,0
3,33,30,0,0
3,33,31,0,0
3,33,32,0,0
3,33,33,0,0
3,33,34,0,0
3,33,35,0,0
3,33,36,0,0
3,33,37,0,0
3,33,38,0,0
3,33,39,0,0
3,33,40,0,0
3,34,0,0,0
3,34,1,0,0
3,34,2,0,0
3,34,3,0,0
3,34,4,0,0
3,34,5,0,0
3,34,6,0,0
3,34,7,0,0
3,34,8,0,0
3,34,9,0,0
3,34,10,0,0
3,34,11,0,0
3,34,12,0,0
3,34,13,0,0
3,34,14,0,0
3,34,15,0,0
3,34,16,0,0
3,34,17,0,0
3,34,18,0,0
3,34,19,0,0
3,34,20,0,0
3,34,21,0,0
3,34,22,0,0
3,34,23,0,0
3,34,24,0,0
3,34,25,0,0
3,34,26,0,0
3,34,27,0,0
3,34,28,0,0
3,34,29,0,0
3,34,30,0,0
3,34,31,0,0
3,34,32,0,0
3,34,33,0,0
3,34,34,0,0
3,34,35,0,0
3,34,36,0,0
3,34,37,0,0
3,34,38,0,0
3,34,39,0,0
3,34,40,0,0
3,35,0,0,0
3,35,1,0,0
3,35,2,0,0
3,35,3,0,0
3,35,4,0,0
3,35,5,0,0
3,35,6,0,0
3,35,7,0,0
3,35,8,0,0
3,35,9,0,0
3,35,10,0,0
3,35,11,0,0
3,35,12,0,0
3,35,13,0,0
3,35,14,0,0
3,35,15,0,0
3,35,16,0,0
3,35,17,0,0
3,35,18,0,0
3,35,19,0,0
3,35,20,0,0
3,35,21,0,0
3,35,22,0,0
3,35,23,0,0
3,35,24,0,0
3,35,25,0,0
3,35,26,0,0
3,35,27,0,0
3,35,28,0,0
3,35,29,0,0
3,35,30,0,0
3,35,31,0,0
3,35,32,0,0
3,35,33,0,0
3,35,34,0,0
3,35,35,0,0
3,35,36,0,0
3,35,37,0,0
3,35,38,0,0
3,35,39,0,0
3,35,40,0,0
3,36,0,0,0
3,36,1,0,0
3,36,2,0,0
3,36,3,0,0
3,36,4,0,0
3,36,5,0,0
3,36,6,0,0
3,36,7,0,0
3,36,8,0,0
3,36,9,0,0
3,36,10,0,0
3,36,11,0,0
3,36,12,0,0
3,36,13,0,0
3,36,14,0,0
3,36,15,0,0
3,36,16,0,0
3,36,17,0,0
3,36,18,0,0
3,36,19,0,0
3,36,20,0,0
3,36,21,0,0
3,36,22,0,0
3,36,23,0,0
3,36,24,0,0
3,36,25,0,0
3,36,26,0,0
3,36,27,0,0
3,36,28,0,0
3,36,29,0,0
3,36,30,0,0
3,36,31,0,0
3,36,32,0,0
3,36,33,0,0
3,36,34,0,0
3,36,35,0,0
3,36,36,0,0
3,36,37,0,0
3,36,38,0,0
3,36,39,0,0
3,36,40,0,0
3,37,0,0,0
3,37,1,0,0
3,37,2,0,0
3,37,3,0,0
3,37,4,0,0
3,37,5,0,0
3,37,6,0,0
3,37,7,0,0
3,37,8,0,0
3,37,9,0,0
3,37,10,0,0
3,37,11,0,0
3,37,12,0,0
3,37,13,0,0
